城市,地名,标识,中心经度,中心维度,经纬度范围,类别
德阳市,广汉三星堆博物馆,939,104.2186002,31.0013924,"30.99958,104.222328|30.99935,104.22213|30.999063,104.221786|30.999014,104.221497|30.999035,104.22126|31.000008,104.219009|31.000006,104.218346|31.0005,104.215233|31.00062,104.215149|31.000795,104.215111|31.001101,104.215126|31.001348,104.215187|31.001638,104.215248|31.00174,104.215233|31.001806,104.215164|31.00226,104.214157|31.002335,104.214088|31.002422,104.214104|31.00366,104.214294|31.003771,104.214439|31.003771,104.214615|31.002569,104.2229|31.002489,104.223061|31.002359,104.223099|31.0,104.222549|",0
甘孜藏族自治州,海螺沟冰川森林公园,941,102.0846892,29.61920316,"29.596958,102.051544|29.592579,102.053963|29.589735,102.06237|29.594761,102.087296|29.602215,102.109039|29.610323,102.116104|29.616007,102.113701|29.624174,102.118248|29.633642,102.124031|29.646173,102.118629|29.646763,102.119484|29.646845,102.119537|29.646927,102.119514|29.64856,102.117973|29.648596,102.117882|29.648567,102.117767|29.636726,102.100525|29.633888,102.083778|29.630932,102.076004|29.625725,102.065224|29.621464,102.060699|29.617796,102.049385|29.614719,102.04528|29.605011,102.046165|",0
南充市,阆中古城景区,950,105.97169,31.57528053,"31.579548,105.97168|31.579609,105.971535|31.579741,105.970718|31.579954,105.968582|31.580025,105.967278|31.580057,105.966087|31.577541,105.966087|31.577482,105.966072|31.577457,105.965981|31.577465,105.965561|31.577433,105.965485|31.577375,105.965446|31.577038,105.965401|31.577011,105.965378|31.577009,105.96534|31.577408,105.962708|31.577396,105.962608|31.577324,105.962585|31.576757,105.962791|31.575842,105.963249|31.574398,105.964386|31.573397,105.965965|31.572844,105.967697|31.572498,105.967972|31.572342,105.9683|31.571321,105.97139|31.570503,105.975922|31.570633,105.979584|31.570761,105.980461|31.570854,105.980728|31.571062,105.980797|31.573088,105.980164|31.573172,105.980042|31.573158,105.979904|31.572792,105.97892|31.572779,105.978828|31.572803,105.97879|31.574162,105.978203|31.5742,105.978172|31.574215,105.978111|31.574076,105.976357|31.574083,105.975304|31.574093,105.975266|31.574127,105.97525|31.574463,105.975273|31.57563,105.975235|31.575684,105.975204|31.575689,105.975143|31.575632,105.97374|31.575651,105.973709|31.575693,105.973701|31.576151,105.973839|31.576214,105.973831|31.576233,105.97377|31.576328,105.971703|31.576338,105.971642|31.576385,105.971626|31.579428,105.971741|",0
南充市,西山风景区,951,106.0559306,30.78841038,"30.7773,106.072441|30.77714,106.072441|30.77705,106.072525|30.77688,106.072746|30.776695,106.072784|30.776539,106.072731|30.776199,106.072144|30.775537,106.071602|30.775356,106.071449|30.775227,106.071213|30.774961,106.070122|30.775265,106.069916|30.775457,106.070213|30.775663,106.070328|30.77585,106.070206|30.775742,106.068939|30.77573,106.067757|30.775757,106.067482|30.775801,106.067238|30.775791,106.067162|30.775791,106.066956|30.77573,106.066658|30.775652,106.066452|30.775612,106.066399|30.77556,106.066345|30.775452,106.066055|30.775331,106.06575|30.774921,106.065315|30.773802,106.065002|30.77243,106.065277|30.7721,106.0653|30.77169,106.065376|30.771151,106.065582|30.77104,106.065659|30.770941,106.065758|30.77088,106.065857|30.77076,106.066071|30.77072,106.06649|30.770679,106.066811|30.77054,106.067139|30.77051,106.067307|30.770439,106.067352|30.770321,106.067322|30.769609,106.066612|30.76944,106.066513|30.768921,106.066856|30.768511,106.06707|30.767691,106.066238|30.76746,106.06601|30.76742,106.065979|30.767349,106.065964|30.767269,106.065933|30.766939,106.065903|30.76664,106.065826|30.76659,106.065681|30.76659,106.065453|30.766689,106.064873|30.76676,106.064461|30.766781,106.062828|30.76775,106.062447|30.771299,106.061157|30.77249,106.059029|30.774401,106.057579|30.77751,106.056183|30.78121,106.056221|30.782949,106.055641|30.78373,106.055367|30.78467,106.055588|30.785606,106.055573|30.78643,106.05484|30.78735,106.051895|30.787376,106.051888|30.78982,106.047371|30.79355,106.039719|30.795321,106.038567|30.797569,106.038208|30.8015,106.038361|30.80542,106.040283|30.80818,106.042137|30.80932,106.046356|30.80978,106.051514|30.809441,106.057442|30.80957,106.058777|30.80969,106.059731|30.809931,106.060837|30.81012,106.062157|30.810209,106.062973|30.810129,106.06382|30.810011,106.065819|30.809719,106.067719|30.809139,106.069237|30.8085,106.070099|30.807541,106.070869|30.806919,106.071411|30.806721,106.071564|30.80588,106.072006|30.80563,106.072029|30.805429,106.071892|30.80489,106.070686|30.804871,106.070427|30.80492,106.070221|30.80501,106.070084|30.80526,106.069839|30.80547,106.069656|30.80566,106.069519|30.805941,106.069283|30.80607,106.069122|30.80603,106.068848|30.80583,106.068329|30.8057,106.068008|30.80549,106.067673|30.805349,106.067528|30.80514,106.067436|30.80481,106.067383|30.804779,106.067383|30.80476,106.067337|30.80476,106.067307|30.804779,106.067268|30.804819,106.067207|30.80517,106.066856|30.805241,106.066803|30.805531,106.066559|30.805559,106.066452|30.80551,106.066292|30.805429,106.066177|30.8053,106.06617|30.805161,106.066208|30.80477,106.066544|30.803749,106.067413|30.8036,106.067596|30.803499,106.067688|30.80323,106.067886|30.803141,106.067841|30.803101,106.067734|30.80316,106.067436|30.803129,106.06707|30.802771,106.066307|30.801929,106.065269|30.80159,106.064949|30.80147,106.064781|30.80084,106.064011|30.800131,106.063431|30.79817,106.061089|30.79731,106.06041|30.796341,106.060333|30.79513,106.060257|30.79442,106.060371|30.79372,106.060661|30.79258,106.06147|30.790359,106.063049|30.788851,106.063889|30.788469,106.064003|30.787956,106.063683|30.787085,106.063782|30.786341,106.064186|30.78474,106.066551|30.784679,106.066742|30.784647,106.066704|30.784485,106.067131|30.78455,106.0672|30.784361,106.067902|30.78401,106.068291|30.783791,106.068817|30.78368,106.069061|30.78364,106.06913|30.783628,106.069138|30.783548,106.069588|30.783537,106.069618|30.783569,106.069672|30.7836,106.069794|30.783621,106.069969|30.783649,106.070152|30.784161,106.071091|30.78417,106.071518|30.783051,106.073196|30.78224,106.073631|30.7798,106.073418|30.779619,106.073402|30.778839,106.073311|30.778111,106.073029|30.77799,106.072922|30.778002,106.072899|30.777868,106.072746|30.777876,106.072693|30.777861,106.072723|30.77783,106.072731|30.7778,106.072723|30.77734,106.072456|",0
雅安市,碧峰峡,958,102.9914001,30.07322205,"30.075228,102.989212|30.071964,102.988617|30.071854,102.988647|30.071663,102.988892|30.07135,102.98896|30.070997,102.989067|30.070635,102.98938|30.070402,102.989754|30.070362,102.989861|30.070393,102.990112|30.070625,102.990799|30.070677,102.991051|30.070677,102.991562|30.071241,102.992233|30.071272,102.992439|30.071211,102.992683|30.07118,102.992943|30.07126,102.993164|30.071512,102.993332|30.071735,102.99353|30.071836,102.99379|30.071905,102.99398|30.072079,102.994072|30.072601,102.994186|30.072823,102.994102|30.074928,102.993088|30.07502,102.992943|30.07502,102.992722|30.074888,102.992218|30.074928,102.992027|30.075079,102.991821|30.075279,102.991661|30.075571,102.99144|30.075653,102.991356|30.075754,102.991417|30.075813,102.991348|30.076025,102.990913|30.076097,102.990654|30.076065,102.990257|30.076015,102.990074|30.075945,102.989922|30.075792,102.989784|30.075642,102.989716|30.075531,102.989655|30.075451,102.989548|30.075321,102.989388|",0
雅安市,蒙顶山风景名胜区,1661,103.0483998,30.07457553,"30.07914,103.052803|30.0783,103.054863|30.07633,103.054909|30.07494,103.052689|30.071989,103.048683|30.07094,103.046806|30.07011,103.044434|30.07,103.042747|30.070721,103.04187|30.07217,103.041924|30.0739,103.043243|30.076349,103.046867|30.078341,103.050217|30.07914,103.052803|",0
广安市,邓小平故里旅游区,1049,106.6365196,30.51756954,"30.523045,106.639961|30.51815,106.638268|30.516073,106.637619|30.512083,106.637245|30.510807,106.637077|30.510809,106.635483|30.510958,106.634727|30.511875,106.634071|30.513735,106.633759|30.514767,106.634201|30.517366,106.633636|30.5184,106.633156|30.519316,106.632942|30.520111,106.633041|30.5207,106.633484|30.523693,106.638313|30.52401,106.638718|30.524126,106.638962|30.524258,106.639236|30.52433,106.639793|30.524323,106.640038|30.524216,106.640076|30.523766,106.640106|30.523186,106.640007|",0
宜宾市,夕佳山景区,1123,105.1136218,28.59812363,"28.598488,105.111931|28.600397,105.115173|28.599043,105.116638|28.598154,105.115906|28.596928,105.114365|28.596197,105.113258|28.595844,105.111778|28.597227,105.110603|",0
宜宾市,兴文世界地质公园,1136,105.1381873,28.17307657,"28.17417,105.136391|28.174349,105.136589|28.174366,105.138496|28.174082,105.139801|28.173937,105.140015|28.17363,105.140083|28.173002,105.140182|28.172281,105.139877|28.171991,105.139618|28.171795,105.139275|28.172413,105.137749|28.173357,105.13623|28.173874,105.136208|",0
绵阳市,七曲山风景区,1130,105.2081405,31.67909358,"31.712069,105.200371|31.711777,105.215042|31.70723,105.217773|31.673021,105.214447|31.648378,105.218254|31.646126,105.203079|31.647699,105.199646|31.651381,105.19854|31.689552,105.199966|31.704235,105.198029|",0
绵阳市,窦圌山景区,1144,104.8295242,31.87929548,"31.916147,104.818176|31.913794,104.819595|31.909206,104.819283|31.906986,104.820129|31.907141,104.82357|31.908333,104.826065|31.908369,104.829079|31.907005,104.830322|31.90415,104.83091|31.900486,104.830582|31.894701,104.833496|31.885969,104.834175|31.872957,104.841667|31.870686,104.859528|31.855249,104.863449|31.850035,104.851822|31.842566,104.829681|31.842236,104.826813|31.843868,104.824806|31.878036,104.805161|31.886639,104.801254|31.888199,104.800964|31.893269,104.795593|31.912985,104.805115|31.916346,104.811684|",0
贵阳市,贵阳龙洞堡国际机场,653,106.8039268,26.53462003,"26.518484,106.800407|26.518297,106.800735|26.517963,106.801926|26.517891,106.802475|26.518053,106.802574|26.518871,106.802757|26.518953,106.802864|26.518831,106.803757|26.518902,106.803993|26.523415,106.80481|26.523594,106.80439|26.545309,106.80883|26.545332,106.809082|26.549707,106.809959|26.549847,106.809952|26.549936,106.809845|26.550058,106.808952|26.55011,106.808846|26.550188,106.80883|26.550934,106.808952|26.551041,106.808968|26.551121,106.808861|26.551325,106.80761|26.551268,106.80748|26.55076,106.807388|26.550688,106.807251|26.550789,106.806656|26.55069,106.806511|26.549889,106.806374|26.549807,106.806236|26.550018,106.804924|26.549568,106.80481|26.549673,106.803711|26.549557,106.803535|26.548145,106.803238|26.547815,106.8032|26.547752,106.802925|26.54833,106.799736|26.544054,106.798813|26.539536,106.797859|26.539425,106.797852|26.53936,106.797905|26.539246,106.798874|26.539188,106.799019|26.539032,106.799011|26.535236,106.798134|26.535004,106.799332|26.531673,106.798691|26.53087,106.799004|26.530088,106.80162|26.520407,106.79982|26.520243,106.799866|26.520096,106.800461|26.520014,106.800552|26.519852,106.80056|26.518845,106.800362|",0
贵阳市,人民广场,4503,106.7109975,26.5691545,"26.570138,106.711495|26.569621,106.712313|26.56821,106.711159|26.568087,106.710916|26.568034,106.710764|26.568,106.71058|26.568414,106.709682|26.570309,106.711227|26.570138,106.711495|",0
安顺市,龙宫风景名胜区,876,105.8822358,26.10416709,"26.091791,105.885643|26.092773,105.886314|26.093002,105.88678|26.092989,105.887314|26.092484,105.888885|26.092319,105.889046|26.092426,105.889252|26.092798,105.889427|26.093039,105.889259|26.09506,105.88752|26.095457,105.887314|26.096087,105.887337|26.096273,105.887589|26.096851,105.889091|26.097099,105.889305|26.099543,105.889244|26.102533,105.888115|26.103559,105.888283|26.103849,105.88842|26.10405,105.888664|26.105118,105.890579|26.106218,105.891357|26.111536,105.892136|26.112509,105.892532|26.113121,105.89286|26.116785,105.896492|26.117414,105.896767|26.117887,105.896744|26.12027,105.89724|26.120785,105.897087|26.121355,105.896988|26.122129,105.896439|26.123411,105.896103|26.123739,105.895882|26.124117,105.89534|26.124352,105.894661|26.125858,105.893295|26.12639,105.892403|26.126135,105.890556|26.125902,105.889656|26.125458,105.889206|26.123774,105.888573|26.123953,105.887169|26.124363,105.886665|26.124943,105.886696|26.125996,105.886673|26.127739,105.885941|26.128134,105.885765|26.128401,105.884956|26.128576,105.882454|26.128677,105.882095|26.128958,105.881958|26.130074,105.882225|26.13068,105.881958|26.131477,105.880531|26.131826,105.879097|26.131571,105.877365|26.130947,105.875694|26.129877,105.873421|26.129816,105.869598|26.131121,105.866859|26.131441,105.866058|26.131416,105.865578|26.130951,105.864143|26.131033,105.863548|26.13196,105.862152|26.132624,105.861053|26.132814,105.859886|26.129568,105.855659|26.129387,105.855064|26.129705,105.854317|26.130976,105.853249|26.131268,105.852623|26.131224,105.851814|26.130341,105.848236|26.13056,105.846504|26.130459,105.845551|26.129883,105.84507|26.125193,105.845276|26.123133,105.846581|26.120584,105.85038|26.11825,105.854187|26.113703,105.857506|26.101221,105.856888|26.094851,105.860184|26.093563,105.860962|26.092569,105.862404|26.089844,105.867981|26.087988,105.875969|26.089552,105.879166|26.092802,105.8825|26.091217,105.884369|26.091173,105.885223|26.091217,105.885445|",0
安顺市,黄果树大瀑布景区,5665,105.6701839,25.98553361,"25.984472992317116,105.66463708877563|25.982794874196692,105.66508769989014|25.981926872666033,105.66545248031616|25.981000997303095,105.66652536392212|25.980595924539053,105.66676676273346|25.980764705026996,105.66716372966766|25.981902761420923,105.66856920719147|25.983026340189195,105.66926121711731|25.983585714456282,105.66982984542847|25.984048642871358,105.6703233718872|25.983932910938506,105.67285537719727|25.98296847373379,105.67212581634521|25.980846684033725,105.67276954650879|25.97891775107812,105.67405700683594|25.977914693435302,105.67482948303223|25.977991852019287,105.67577362060547|25.97930354020083,105.6763744354248|25.980152271815243,105.67611694335938|25.98273700762737,105.6740140914917|25.983855756253273,105.67414283752441|25.984627300826695,105.67448616027832|25.985090225140077,105.67461490631104|25.987096209431847,105.67298412322998|25.987790580633742,105.67178249359131|25.98833064428809,105.67139625549316|25.989487915191116,105.67146062850952|25.991030925335885,105.67068815231323|25.99197600904513,105.67120313644409|25.992651064184088,105.67195415496826|25.993152531205563,105.67156791687012|25.993152531205563,105.67083835601807|25.99224603156605,105.66995859146118|25.991127362797286,105.66922903060913|25.99014369697799,105.66723346710205|25.989314325282116,105.66579580307007|25.98964221711723,105.66521644592285|25.989584353918683,105.66442251205444|25.988716402521888,105.6643795967102|25.988253492489402,105.66485166549683|25.987925596779966,105.66534519195557|25.98750125979814,105.6653881072998|25.98711549757618,105.66523790359497|25.98661400479491,105.66452980041504|25.98593891497984,105.66399335861206|",0
遵义市,遵义会议会址,897,106.9207419,27.68842865,"27.688478,106.919601|27.68858,106.920158|27.688683,106.92038|27.688904,106.920578|27.689108,106.920906|27.689222,106.921425|27.688143,106.921906|27.687653,106.919762|",0
毕节市,贵州百里杜鹃风景名胜区,902,105.9173024,27.2024373,"27.179171,105.926025|27.183514,105.924599|27.189091,105.910263|27.190765,105.895943|27.19112,105.895065|27.19495,105.89225|27.196955,105.889175|27.19714,105.888153|27.196554,105.886528|27.196209,105.884544|27.196438,105.880074|27.199364,105.87645|27.200441,105.875977|27.201982,105.876892|27.203775,105.88385|27.204861,105.884766|27.206402,105.885483|27.208448,105.88726|27.211018,105.889465|27.21319,105.890694|27.213816,105.894066|27.214804,105.897339|27.215326,105.904808|27.216045,105.90696|27.222363,105.917999|27.224989,105.921555|27.225237,105.922272|27.225166,105.92308|27.22406,105.92659|27.225599,105.928024|27.22821,105.928703|27.231028,105.93293|27.230844,105.933846|27.23027,105.934189|27.229483,105.934158|27.228754,105.934769|27.228474,105.937737|27.226923,105.940201|27.226725,105.94603|27.225264,105.949303|27.224356,105.949615|27.221504,105.949409|27.219545,105.950027|27.219885,105.952454|27.219444,105.953712|27.218981,105.957191|27.218523,105.958321|27.217705,105.958725|27.217161,105.958527|27.21653,105.95771|27.215811,105.955254|27.211555,105.951981|27.20956,105.951477|27.207928,105.951782|27.206568,105.951172|27.202406,105.947899|27.19796,105.947807|27.195051,105.949654|27.193871,105.950066|27.1926,105.949959|27.189974,105.948326|27.188705,105.948128|27.176895,105.939857|27.174595,105.939774|27.173943,105.937584|27.174229,105.934738|27.175777,105.932793|27.178148,105.928696|",0
黔南布依族苗族自治州,荔波樟江风景名胜区,5666,107.7161193,25.25990869,"25.244036065641062,107.67374038696289|25.23867921410708,107.67537117004395|25.235496045569928,107.6813793182373|25.23681590605495,107.68931865692139|25.237864020348894,107.6945972442627|25.23972731233395,107.70742893218994|25.24923742014801,107.71618366241455|25.248150588355028,107.7284574508667|25.249431496230798,107.74098873138428|25.24710256277551,107.74832725524902|25.255020754365674,107.75206089019775|25.259290153278485,107.75360584259033|25.267323978763496,107.74772644042969|25.283196012824373,107.7584981918335|25.284321334945655,107.7522325515747|25.28016923255973,107.74854183197021|25.267285169290272,107.74712562561035|25.25490431411103,107.74240493774414|25.253972788055332,107.72807121276855|25.258824407963605,107.72043228149414|25.258979656600363,107.71408081054688|25.252303786005722,107.7128791809082|25.24912097434953,107.7073860168457|25.246093344414177,107.7041244506836|25.242522196751892,107.70343780517578|25.242366927081562,107.69391059875488|25.242211657212845,107.68979072570801|25.250751205371493,107.68815994262695|25.259833520554828,107.68893241882324|25.261541230451357,107.69451141357422|25.271631753161955,107.69571304321289|25.27349452717053,107.69185066223145|25.272640759299097,107.68567085266113|25.27186460147665,107.68129348754883|25.26899277437442,107.6784610748291|25.263714644674348,107.67931938171387|25.259833520554828,107.68155097961426|25.254399738384365,107.68292427062988|25.251527498169047,107.68095016479492|25.24919860489424,107.67502784729004|",0
天津市,天津站,749,117.2106373,39.13645339,"39.138245,117.209488|39.138187,117.209793|39.137962,117.210152|39.137791,117.210503|39.137714,117.210823|39.137669,117.211266|39.137669,117.211525|39.137505,117.212158|39.136936,117.211922|39.136292,117.213844|39.134647,117.212868|39.134987,117.211861|39.13485,117.211784|39.135296,117.210548|39.13501,117.21035|39.135323,117.209557|39.135307,117.209267|39.13533,117.208977|39.135258,117.20826|39.135273,117.208|39.135345,117.207939|39.135925,117.208008|39.136318,117.208252|39.136623,117.207428|39.13728,117.207863|39.137146,117.208344|39.138153,117.20887|39.138073,117.209152|",0
天津市,天津滨海国际机场,806,117.3674549,39.12879462,"39.142445,117.331444|39.1437,117.334846|39.143536,117.337723|39.145065,117.336823|39.146778,117.341522|39.146812,117.341698|39.146767,117.341904|39.145714,117.343552|39.145615,117.343773|39.145649,117.343918|39.146706,117.346466|39.146751,117.346855|39.146526,117.347092|39.142036,117.349716|39.1451,117.358704|39.139763,117.361923|39.139645,117.362282|39.139874,117.363121|39.139904,117.363441|39.139828,117.363678|39.133724,117.367561|39.133091,117.367775|39.131947,117.366112|39.131298,117.366623|39.128986,117.370796|39.130077,117.373741|39.146858,117.363556|39.146366,117.361885|39.148865,117.360504|39.150471,117.365334|39.145164,117.368927|39.145744,117.370621|39.144718,117.37114|39.144493,117.370392|39.139771,117.37307|39.117599,117.387802|39.117199,117.391388|39.117767,117.392494|39.1222,117.390022|39.123371,117.39286|39.121014,117.394936|39.117233,117.398857|39.11388,117.403374|39.11124,117.39595|39.11541,117.393532|39.113155,117.388412|39.108109,117.390915|39.107048,117.387619|39.115475,117.382607|39.124836,117.376854|39.122719,117.370811|39.119949,117.363564|39.115078,117.366371|39.114632,117.366081|39.114246,117.365707|39.110695,117.355339|39.117325,117.351334|39.116856,117.350044|39.116913,117.349915|39.122471,117.346527|39.121925,117.344864|39.122383,117.344864|39.123718,117.344048|39.124123,117.343826|39.124557,117.343842|39.125076,117.343971|39.125851,117.344406|39.133148,117.339928|39.135078,117.338745|39.134399,117.336601|",0
上海市,上海虹桥国际机场,760,121.3363594,31.19681268,"31.1933,121.323227|31.194818,121.32312|31.194889,121.323151|31.194918,121.32325|31.195061,121.327011|31.195333,121.327316|31.19549,121.3274|31.195681,121.327477|31.200624,121.327194|31.202509,121.326981|31.20507,121.327148|31.207529,121.327461|31.207905,121.327614|31.208378,121.327667|31.209497,121.327721|31.21434,121.327675|31.214457,121.330894|31.214544,121.331085|31.21467,121.3312|31.21512,121.331421|31.216066,121.331635|31.216187,121.331757|31.21627,121.331985|31.218426,121.342979|31.218405,121.343224|31.218306,121.343384|31.218136,121.343513|31.212193,121.343346|31.211458,121.342865|31.203445,121.343361|31.201899,121.345657|31.200865,121.345901|31.200809,121.346008|31.200815,121.346138|31.200853,121.348686|31.200336,121.349152|31.19602,121.349464|31.193159,121.349533|31.193064,121.345901|31.182331,121.346382|31.181578,121.344337|31.181479,121.34407|31.181309,121.343925|31.180676,121.343765|31.178476,121.344063|31.178186,121.344376|31.178064,121.344704|31.177996,121.345055|31.177298,121.345123|31.175503,121.34304|31.175404,121.342712|31.175365,121.342339|31.175152,121.336349|31.181925,121.330635|31.184095,121.329369|31.18434,121.328651|31.185568,121.328064|31.187456,121.327957|31.191422,121.327782|31.192978,121.327805|31.193352,121.327553|31.193455,121.327156|",0
上海市,上海浦东国际机场,763,121.8111191,31.14220651,"31.169788,121.803101|31.169865,121.8032|31.171122,121.8078|31.171129,121.807892|31.171091,121.808037|31.167484,121.809303|31.167318,121.809448|31.167259,121.809631|31.168043,121.812286|31.168016,121.812508|31.167845,121.812607|31.156792,121.81649|31.15836,121.822701|31.133558,121.832222|31.133459,121.832314|31.133442,121.832481|31.136095,121.841934|31.136135,121.842155|31.136036,121.8423|31.134331,121.842987|31.134197,121.842903|31.134087,121.842773|31.131897,121.833549|31.131554,121.833191|31.131094,121.833206|31.123795,121.836197|31.123194,121.834724|31.121878,121.835243|31.121603,121.834381|31.120436,121.834938|31.120173,121.834839|31.119986,121.834496|31.115339,121.81337|31.115341,121.813232|31.11545,121.813087|31.116312,121.812836|31.116493,121.812683|31.116545,121.81234|31.112753,121.79763|31.122793,121.7938|31.122301,121.79184|31.122339,121.791687|31.122456,121.79158|31.123423,121.791306|31.12525,121.790314|31.128405,121.789078|31.128483,121.789085|31.128532,121.789146|31.129145,121.791283|31.129189,121.791344|31.129259,121.791367|31.142612,121.786415|31.142673,121.786339|31.142689,121.786255|31.14135,121.781685|31.14135,121.781555|31.14143,121.781433|31.147837,121.779388|31.14805,121.779366|31.148197,121.779503|31.149363,121.783699|31.149485,121.78389|31.149643,121.783951|31.15204,121.783089|31.161726,121.77919|31.161808,121.779251|31.161867,121.779366|31.16387,121.786453|31.170389,121.784065|31.170498,121.784126|31.170588,121.784264|31.171598,121.787941|31.171568,121.788109|31.171471,121.788254|31.160753,121.792358|31.160669,121.792473|31.160652,121.792595|31.161951,121.79715|31.164127,121.804985|31.164167,121.805031|31.164221,121.805023|31.169643,121.803047|",0
杭州市,杭州萧山国际机场,771,120.4325997,30.23497935,"30.226265,120.413307|30.226824,120.414429|30.227892,120.413811|30.226482,120.410263|30.226824,120.408691|30.230417,120.406609|30.232216,120.410316|30.234694,120.408691|30.237171,120.409698|30.239017,120.414307|30.238676,120.415771|30.249607,120.440674|30.250565,120.440369|30.252668,120.445122|30.252611,120.449364|30.251593,120.449989|30.251167,120.449081|30.249657,120.44973|30.247908,120.44574|30.247179,120.445793|30.244167,120.439499|30.2384,120.44265|30.24036,120.447105|30.240654,120.44886|30.240587,120.449905|30.240547,120.450462|30.239996,120.45414|30.237272,120.455826|30.236021,120.456673|30.235834,120.45697|30.236181,120.457878|30.236088,120.458138|30.235476,120.458496|30.233145,120.45787|30.231453,120.454224|30.231453,120.454018|30.231771,120.452698|30.226204,120.440018|30.222738,120.432137|30.220367,120.42675|30.220154,120.426537|30.218996,120.426018|30.217623,120.422935|30.217251,120.422272|30.217197,120.421967|30.217342,120.421753|30.218489,120.421104|30.218529,120.420868|30.21785,120.419273|30.21789,120.418991|30.218328,120.418701|30.218409,120.418655|30.218914,120.418388|30.219753,120.418663|30.223097,120.41655|30.222576,120.415237|",0
杭州市,杭州站,772,120.1828515,30.24331826,"30.242685,120.183189|30.241463,120.182014|30.241798,120.181404|30.243025,120.182213|30.243177,120.181969|30.243645,120.181206|30.244888,120.182091|30.244436,120.182846|30.244331,120.182777|30.244217,120.183006|30.245152,120.183624|30.244806,120.184464|30.243786,120.183891|",0
湖州市,竹海风景区,1300,119.6764859,31.16771348,"31.172056,119.687881|31.17325,119.690933|31.17355,119.692795|31.172668,119.696655|31.172398,119.701187|31.171593,119.708405|31.171137,119.709129|31.170412,119.709274|31.168497,119.708687|31.165026,119.705971|31.163477,119.699692|31.159119,119.691132|31.159891,119.682953|31.159292,119.680962|31.156731,119.679543|31.155611,119.678146|31.156136,119.676704|31.158604,119.674278|31.159641,119.663834|31.158234,119.6605|31.15785,119.65863|31.158796,119.656929|31.168959,119.644463|31.170237,119.643684|31.171709,119.644295|31.178837,119.651291|31.179806,119.65316|31.179691,119.654961|31.178873,119.659119|31.177664,119.659805|31.16931,119.656967|31.16848,119.657089|31.166338,119.663147|31.167355,119.668198|31.174295,119.671059|31.175718,119.672165|31.175751,119.675171|31.173353,119.680428|",0
湖州市,湖州站,4393,120.0238915,30.8620915,"30.864546,120.026019|30.864487,120.023185|30.864853,120.023182|30.864854,120.021807|30.860923,120.021764|30.860907,120.023063|30.85971,120.023009|30.859715,120.023623|30.859446,120.023681|30.859329,120.023814|30.859345,120.024106|30.859772,120.025189|30.860003,120.025587|30.860332,120.025791|30.860617,120.025901|30.864546,120.026019|",0
温州市,南雁荡山国家重点风景名胜区,1601,120.2833086,27.60123369,"27.601839,120.282898|27.601879,120.283417|27.601721,120.283951|27.601259,120.284119|27.60092,120.284027|27.600599,120.283546|27.60058,120.282997|27.600849,120.282692|27.601259,120.282494|27.601379,120.282509|27.601521,120.282654|27.60169,120.282753|27.601839,120.282898|",0
温州市,温州火车站,6202,120.6852919,27.98061185,"27.98183882856651,120.68388640880585|27.98160196340516,120.6865257024765|27.981147180836945,120.6865257024765|27.980616598750114,120.6869226694107|27.98031340781416,120.6869226694107|27.980237609947018,120.68781316280365|27.979384880270615,120.68774878978729|27.97940382989223,120.68277060985565|27.98025655941879,120.68286716938019|27.98026603415343,120.68392932415009|27.980569225222556,120.68396151065826|27.98068292165372,120.68369328975677|27.98173460795962,120.6837147474289|",0
台州市,长屿硐天风景名胜区,1630,121.4424984,28.43555144,"28.43799,121.442284|28.43803,121.442688|28.438009,121.442932|28.43791,121.443398|28.43775,121.44384|28.43766,121.444031|28.43725,121.444656|28.43716,121.444733|28.43697,121.444763|28.436859,121.44474|28.43659,121.444267|28.43627,121.443542|28.43611,121.443283|28.435699,121.442757|28.435431,121.442459|28.43478,121.44194|28.43355,121.441101|28.43326,121.440842|28.433121,121.44062|28.43306,121.440453|28.433149,121.440338|28.43329,121.440269|28.433439,121.440231|28.434231,121.440247|28.43479,121.440277|28.43498,121.440361|28.43556,121.440689|28.435949,121.440964|28.436489,121.441223|28.43714,121.441467|28.437599,121.44175|28.43779,121.441948|28.43799,121.442284|",0
台州市,江南长城景区,1636,121.1229333,28.85187473,"28.85124,121.122658|28.851509,121.122627|28.851601,121.122589|28.851641,121.12252|28.851891,121.122437|28.85248,121.122429|28.85248,121.122948|28.851589,121.12307|28.851601,121.123383|28.85128,121.123421|28.85124,121.122879|28.85124,121.122658|",0
丽水市,龙泉凤羽休闲山庄,4201,119.223933,27.914871,"27.914884,119.223819|27.914858,119.223904|27.914858,119.224005|27.914892,119.224081|27.915002,119.224166|27.915104,119.224213|27.915209,119.224217|27.915354,119.224226|27.915383,119.224327|27.915345,119.224458|27.915256,119.224551|27.915111,119.224606|27.914853,119.22459|27.91462,119.224513|27.914417,119.224276|27.914341,119.223942|27.914345,119.223713|27.91446,119.223459|27.914545,119.223374|27.914702,119.22329|27.914926,119.22326|27.915151,119.223302|27.915299,119.223336|27.915393,119.223467|27.915401,119.22365|27.915329,119.223929|27.915222,119.223857|27.91507,119.223777|27.914973,119.223777|27.914884,119.223819|",0
丽水市,石门洞天,4204,120.118357,28.2752835,"28.274537,120.119885|28.273847,120.119114|28.274203,120.118126|28.274782,120.117677|28.274986,120.117424|28.275704,120.117113|28.276056,120.116829|28.27672,120.117573|28.274537,120.119885|",0
